field_1,Name,Hanzi,Polity,location,Latitude,Longitude,field_8,field_9,field_10
,Guazhou,??,Wei,"P, Modern Qinling Mountains ??, Shaanxi",34.2648599,108.95424,Xiang 14.1; Zhao 9.3.,,
,Gucheng .,??,Zhou,". NE of Luoyang City ???, Henan.",34.6181299,112.45402,Ding 8.2,,
,Gufen,??,Qi,"NE of Boxing Co ???, Shandong",37.1529899,118.11096,Zhuang 8.3,,
,Gui,?,Song,"In Sui Co ??, Henan",34.429664,115.080638,"Huan 12.6(C), 12.2",,
,Guiyan,??,Song,"NE of Xihua Co ???, Henan",33.7675399,114.52974,Zhao 20.5,,
,Guiyin,??,Lu,"SW of Xintai Co ???, Shandong",35.77757,117.80172,"Ding 10.5(C), 10.3",,
,Gumie,?? (1),Lu,"Also known as “Mie” ? NE of Sishui Co ???, Shandong.",35.6647099,117.25216,Ding 12.2,,
,Gumie  (2).,??,,"Yue, near Quzhou ??, Zhejiang.",28.9359199,118.87419,Ai 13.3.,,
,Guo,? (1),Yan,"NW of Renqiu Co ???, Hebei",38.7116399,116.09954,Zhao 7.1,,
,Guo,? (2),"Dom, CN Ji ?","In Pinglu Co ???, Shanxi",34.8369158,111.201448,"Zhuang 26.3, 27.5; Xi 2.2, 5.8.",,
,Guo River . .,??,Zhu,"Modern Nansha River ???, Hebei.",38.0359899,114.46979,"Xiang 19.3(C), 19.1; Ai 2.1",,
,Guqiu,??,Song,"Same as Goudou Mound ???? SE of Shangqiu Co ???, Shandong.",34.557344,115.621216,Huan 12.3(C),,
,Guyou . .,??,Zhou,Unk.,40.7011879,-99.1014292,Ding 6.8.,,
,Han .,?,Dom.,"Originally SE of Gu’an Co ???, Hebei; later moved to Hancheng Co ???, Shaanxi.",35.4767129,110.4428557,Xi 24.2; Xiang 29.11.,,
,Handan,??,"Wei, later incorporated into Jin.","Handan City ???,",36.6255599,114.53918,,,
,"Han ). . . Huan 8.2; Zhuang 4.1; Xi 4.1; Wen 10.3; Cheng 7.5; Xiang 28.8, 28.12; Zhao 13.2, 17.5, 29.4; Ding 3.4, 4.3; Ai 6.4.  . Modern Hebei. Ding 13.2; Ai 1.3, 3.5, 4.3. See map 3.",? (river,Chu,Unk,40.7011879,-99.1014292,,,
,Hanling,??,Zheng,"N of Xinzheng Co ???, Henan",34.39603,113.73097,Xi 30.3,,
,Hanrui,??,Chu,"P, N of Zhongxiang Co ???, Hubei",31.1679699,112.58817,Zhuang 4.1,,
,Hanshi,??,Xu,"N of Ye Co ??, Henan",33.6268299,113.35737,Xiang 16.2,,
,Hanyuan. .,??,Jin,"In Ruicheng Co ???, Shanxi.",34.6936499,110.69442,"Xi 15.12(C), 15.4; Cheng 13.3, 16.5.",,
,Hao,?,Jin,"Gaoyi Co ??? and Baixiang Co ???, Hebei",37.605111,114.597307,Ai 4.3,,
,He Marsh .,??,,"NE of Yanggu Co ???, Shandong.",36.1144699,115.7913099,Xiang 14.4.,,
,Heirang,??,Jin,"Possibly same as Huangfu ?? Mountain Modern Wu­ ling Mountains ??, NE of Yicheng Co ???, Shanxi.",35.7382299,111.71836,"Xuan 7.5(C), 7.4",,
,Heng,?,Song,"SW of Shangqiu Co ???, Henan",34.557344,115.621216,Zhao 21.4,,
,Hengshan,?? (mountain),Wu,"Modern Heng Mountain ??, Dangtu Co ???, Anhui",31.3000711,118.6982059,Xiang 3.1,,
,Hengyong,??,Zheng,"W of Yuanyang Co ???, Henan",35.052761,113.967907,"Xi 28.3; Wen 8.4(C), 8.4, Xuan 12.2; Xiang 8.8",,
,Hequ,?? (the bend of the Yellow River),Jin,"S of modern Yellow River??, flowing east, Shanxi",37.8734299,112.56272,"Wen 12.7(C), 12.6; Cheng 13.3. See map 3",,
,Heyang,??,Jin,"W of Meng Co ??, Henan",34.9073499,112.79134,"Xi 28.16(C), 28.9",,
,Hong,?,Lu,Unk,40.7011879,-99.1014292,"Zhao 8.6(C), 8.4",,
,Hongkou,??,Song,"NW of Yucheng Co ???, Henan",34.406742,115.864501,Zhao 21.6,,
,Hou,?,Lu,"SE of Dongping Co ???, Shandong",35.92246,116.43753,"Zhao 25.10; Ding 10.6(C), 10.5, 10.7, 12.3(C), 12.2",,
,Hou,?,Zhou,"SW of Wuzhi Co ???, Henan",35.0828107,113.4132662,Cheng 11.7,,
,Houli,??,Qin,"S bank of Jing River ??, a tributary of Wei River ??",34.90183312,108.4045632,Cheng 13.3.,,
,Hu  .,? (1).,"Dom, CN Gui ?, later Chu","Modern Fuyang City ???, Anhui.",32.8896299,115.81495,ng 15.1(C) et passim.,,
,DiHu,? (2).,"Dom, CN Ji ?, later Qi.","E of Luohe City ???, Henan.",33.5814899,114.01681,"Ai 6.6, 8.4",,
,Hu,? (1),Ancient dom,"N of Hu Co ??, Shaanxi",34.1084699,108.60494,Zhao 1.2,,
,Hu,? (2),Qi,"P, in Fan Co ??, Shandong",36.6682599,117.02076,Zhuang 23.1(C),,
,Hu,? (3),Zheng,"W of Yuanyang Co ???, Henan",35.052761,113.967907,"Wen 7.8(C), 7.6, 8.4, 15.10(C), 15.9, 17.4(C), 17.4; Xuan 1.8, 9.7(C), 9.9(C), 9.4; Cheng 16.14(C), 16.11; Zhao 27.5(C), 27.4.",,
,Hua .,? (1).,Zheng,"NW of Sui Co ??, Henan.",34.429714,115.081093,"Zhuang 3.5(C), 3.4",,
,Hua,? (2),"Dom, CN Ji ?, taken by Zheng, then Jin, then Zhou","Also known as Bihua ?? Goushi Town ???, Yanshi Co ???, Henan.",34.61369,112.78659,"Xi 20.4(C), 20.2, 24.2, 33.1(C), 33.1; Cheng 17.1; Xiang 29.11; Zhao 26.7, 26.9; Ding 6.5.",,
,Huai  (river).,?,,Modern Huai River ??.,32.7952408,116.9827042,Huan 8.2; Zhao 12.4; Ding 4.3; Ai 9.5,,
,Huai,?,"Zhou, taken by Zheng, then Jin","W of Wushe Co ???, Henan",34.7657099,113.75322,Yin 11.5; Xuan 6.3.,,
,Huaitui . .,??,Lu,"In Qufu Co ???, Shandong.",35.53986,117.04719,"Cheng 16.5, 16.6; Ding 1.2",,
,Huan,?,"Lu, taken and then returned by Qi","N of Ningyang Co ???, Shandong",35.7605999,116.80112,"Huan 3.6(C), 3.7; Ding 8.10, 10.5(C), 10.3; Ai 8.3(C), 8.7(C), 8.3, 8.7, 15.4",,
,Huan (river).,?,,"Modern Anyang River ???, Henan.",36.097524,114.3930629,Cheng 17.8.,,
,Huang,?,Zhou,"SW of Gong Co ??, Henan",34.7479799,113.02206,"Zhao 22.7(C), 22.5",,
,Huang  (1).,?,"Dom, CN Ying ?.","In Huangchuan Co ???, Henan.",32.111142,115.103443,Huan 8.2.,,
,Huang,? (2),Song,"E of Minquan Co ???, Henan",34.6762399,115.40713,Yin 1.8,,
,Huang,? (3),Qi,"NE of Zichuan District ???, Zibo City ???, Shandong",36.6434999,117.96673,"Huan 17.1(C), 17.1; Xuan 8.2(C); Ding 12.7(C), 12.9(C)",,
,Huangchi,??.,,"S of Fengqiu Co ???, Henan.",35.0411899,114.41861,"Ai 13.3(C), 13.2, 20.3.",,
,Huangfu,?? (mountain),Jin,"Possibly same as Heirang ?? Modern Wu­ling Mountains ??, NE of Yicheng Co ???, Shandong.",36.6682599,117.02076,"Wen 17.4; Xuan 7.4; Zhao 25.2(C), 25.3; Ding 4.2.",,
,"Huanggu . , .",??,Chu,"outside cap. W of Jinan Wall ???, N of Jiangling Co ???, Hubei",30.0418399,112.4247,Huan 13.1,,
,Huangpu,??,Shu ?,"On Huangpi River ???, SE of Shucheng Co ???, Anhui",31.4834699,116.95845,Xiang 24.9.,,
,Huangya . .,??,Zheng,"S of Xinzheng Co ???, Henan.",34.39603,113.73097,Xiang 28.12,,
,Huanyuan,?? (mountain),Zhou,"NW of Dengfeng Co ???, Henan",34.45488,113.01869,Xiang 21.5.,,
,Huarui (river). . .,??,Chu,Unk,40.7011879,-99.1014292,Xuan 8.3,,
,Huchu,??? (disputed whether this is two places or one),Jin,"P, near Former Xiangling Town ???, Shanxi",35.97121,111.36472,Xi 16.3.,,
,Hui . .,?,Chu,"In Lujiang Co ???, Anhui.",31.3247199,117.09296,Cheng 17.11,,
,Hukou,??,Jin,"Modern Huguan ??, SE of Changzhi Co ???, Shanxi",36.1156699,113.20733,Ai 4.3.,,
,Hulao . .,??,Zheng,"Probably to be identified with Zhi ?. Modern Sishui Community ????, Rongyang Co ???, Henan.",34.7876199,113.38349,"Zhuang 21.1; Xi 4.2; Wen 8.1; Xiang 2.9(C), 2.5, 2.7, 9.5, 10.9(C), 10.10. See map 3.",,
,Huo,? (1).,"Dom, CN Ji ?, later Jin.","SW of Huo Co ??, Shanxi.",36.5687698,111.7550647,Min 1.6; Xi 24.2; Xiang 29.11.,,
,Huo,? (2).,,"Unclaimed, later Chu. In Linru Co ???, Henan.",34.259004,112.603537,Ai 4.2,,
,Huoren,??,Jin,"E of Fanshi Co ???, Shanxi",39.1890399,113.26547,Xiang 10.2,,
,Huqiu,??,Chen,"SE of Xincai Co ???, Henan",32.74804,114.97608,Wen 9.7,,
,Huqiu,??,Jin,"SE of Yuanqu Co ???, Shanxi",35.29352,111.64815,Xiang 1.1,,
,Hurang,??,Zheng,"N of Xuchang City ???, Henan",34.1259599,113.82272,Yin 11.8,,
,Huren,??,Zhou,"In Linying Co ???, Henan",33.8296951,113.9674515,Ding 6.5,,
,Hutai . Same place as Taishang ??. .,??,Zhu,"S of Teng Co ??, Shandong.",35.084021,117.164388,,,
,Huyou,??,,"NE of Lankao Co ???, Henan.",34.9677799,115.028,Xiang 4.8.. Ai 13.4.,,
,Ji,?,"Dom, CN Jiang ?","S of Shouguang Co ???, Shandong",36.6845599,118.4796599,Yin 1.6 ­ et passim. See map 2,,
,Ji,?,Dom,"Neighboring Lu, also considered part of Lu S of Jinxiang Co ???, Shandong.",35.07012,116.31894,"Yin 2.3(C), 2.3",,
,Ji,? (1),Chu,"S of Yongcheng Co ???, Henan",33.9291499,116.44946,"Xiang 26.10; Zhao 4.7, 5.8",,
,Ji,? (2),Lu,"S of Feicheng Co ???, Shandong",36.13762,116.57356,"Cheng 3.9(C), 3.5",,
,Ji,? (3),Qi,"NW of Linzi District ???, Zibo City ???, Shandong",36.7993999,118.38912,Zhao 10.2.,,
,Ji . .,? (1),,"Dom NE of Hejin Co ???, Shanxi.",35.5964299,110.71186,"Xi 2.2, 25.4, 33.6",,
,Ji ? / Jifang ?? (2). .,,Jin,N of Hebei and Shanxi.,38.0359899,114.46979,Zhao 4.1; Ai 6.4.,,
,Ji,?,Jin,"NE of Bo Co ??, Shanxi",37.8734299,112.56272,"Xi 33.8(C), 33.6; Wen 2.1; Cheng 13.3, 16.5; Zhao 23.2, 24.2.",,
,Ji . . .,?,Lu,Unk,40.7011879,-99.1014292,"Zhuang 9.2(C), 9.2",,
,Ji Marsh,??,Jin,"NE of Handan City ???, Hebei",36.6255599,114.53918,"Xiang 3.5(C), 3.5, 3.9, 5.5, 30.10",,
,"Ji River, west . .",??,Lu,West bank of the Ji River ??.,31.9465703,35.3027226,"Zhuang 18.2(C), 18.3; Xi 31.1(C), 31.1; Xuan 1.8(C), 1.7, 10.3(C), 10.1.",,
,Jia  (1). .,?,Zhou,"Modern Luoyang City ???, Henan.",34.6181299,112.45402,"Huan 7.3; Xiang 24.11, 25.16, 26.14.",,
,Jia,? (2),"Zheng, then Chu","Area formerly governed by Jia Co ??, Henan",33.9717999,113.21262,"Zhao 1.13, 19.1.",,
,Jia . . .,?,Chu,Unk,40.7011879,-99.1014292,Cheng 17.11; Xiang 3.1,,
,Jiagu,??,Qi,"Jiawu Co ???, Shandong",36.6682599,117.02076,"Ding 10.2(C), 10.3(C), 10.1. See map 2",,
,Jian,?,Zhou,Unk,40.7011879,-99.1014292,Zhao 22.5,,
,Jiancheng,??,"Zhou, near Wangcheng ??",Unk,40.7011879,-99.1014292,Ding 8.2,,
,Jiang,?,Dom,"SW of Xi Co ??, Henan",32.3428199,114.74024,"Xi 2.3, 5.7; Wen 3.4(C), 3.7(C), 3.6, 4.4(C), 4.6; Xuan 3.6",,
,Jiang,? (2),Cap of Jin ?,"Modern Houma City ???, Shanxi",35.613861,111.364316,"Xiang 23.3; Zhao 1.8, 9.5; Ding 13.1, 13.2, 14.6. See map 3.",,
,Jiantu,??,Zheng,"SW of Yuanyang Co ???, Henan",35.052761,113.967907,"Xi 28.8(C), 28.3, 29.2; Xiang 20.4; Zhao 4.3, 25.3; Ding 1.1, 4.1. See map 3.",,
,Jiao . .,? (1),Zhou,"Near Gong Co ??, Henan.",34.7479799,113.02206,"Zhao 12.8, 22.5, 23.4(C), 23.1, 26.9",,
,Jiao,? (2),Jin,"Possibly same as Hao ? In Wenxi Co ???, Shanxi.",35.406317,111.341279,Wen 3.4,,
,Jiao,? (3),Lu,Unk,40.7011879,-99.1014292,"Ai 11.1, 11.3",,
,Jiao,? (4),Cao,"In Heze Co ???, Shandong",35.15129,115.50733,Ding 12.1,,
,Jiao,? (1),"Dom, later Jin","Modern Sanmenxia City ????, Henan",34.7727068,111.2000526,Xi 30.3; Xuan 2.2; Xiang 29.11; Zhao 22.5.,,
,"Jiao ,",? (2).,Chen later Chu.,"Modern Bo Co ??, Anhui.",31.8615699,117.28565,Xi 23.3; Xiang 1.2,,
,Jiao,? (1),"Dom, later Chu","NW of Yun Co ??, Hubei",32.8348799,110.81197,"Huan 11.2, 12.3, 12.4",,
,Jiao,? (2),Zhu,"N of Teng Co ??, Shandong",35.084021,117.164388,Ai 2.1,,
,Jiaogang,??,Jin,"Modern Xi Co ??, Shanxi",36.6934399,110.94049,"Cheng 12.3(C), 12.3",,
,Jiaoying,??,Chu,"Modern Zhongxiang Co ???, Hubei",31.1679699,112.58817,Huan 11.2,,
,Jie,?,Zhou,"S of Luoyang City ???, Henan",34.6181299,112.45402,Zhao 22.5,,
,Jie,?,Dom,"S of Shandong, N of Xiao Co ??, Anhui",34.2940499,116.93133,Xi 30.5(C),,
,Jiegen  . .,??.,Qi,Unk,40.7011879,-99.1014292,Xiang 24.6.,,
,Jifu,??,Chu,"SE of Gushi Co ???, Henan",32.01118,115.64366,"Zhao 23.7(C), 23.5",,
,Jiling,??,"Huang, later Chu","SW of Huangchuan Co ???, Henan",32.111142,115.103443,Zhuang 19.1.,,
,Jima . .,??,Jin,"S of Yongji Co ???, Shanxi.",34.8671599,110.44773,Wen 12.6; Cheng 13. 3,,
,Jin,?,Chu,"Near Jiangjincheng ???, S of Jiangling Co ???, Hubei",30.04166,112.42398,Zhuang 19.1.,,
,Jin side of the Yellow River . .,??,Jin,"Ji Co, ??, Henan.",35.3984699,114.06459,Ding 13.1,,
,Jing,? (1),Zheng,"SE of Xingyang Co ???, Henan",34.7901604,113.410389,Yin 1.4,,
,Jing,? (2),Zhou,"SW of Luonan City ???, Shaanxi",34.0908202,110.1484195,Zhao 22.5,,
,Jing,?,Chu,Unk,40.7011879,-99.1014292,"Zhuang 10.5(C), 14.3(C), 16.3(C), 28.3(C); Zhao 13.5",,
,Jing,? (river),Qin,Unk,40.7011879,-99.1014292,Cheng 13.3; Xiang 14.3,,
,Jingbo.,??,,"N of Shangqiu City ???, Henan.",34.4142699,115.65635,Zhao 4.3.,,
,Jingchu,??,Zhou,"Near Luoyang City ???, Henan",34.6181299,112.45402,Zhao 22.5,,
,Jingshan,?? (mountain),Chu,"W of Nanzhang Co ???, Hubei",31.7747099,111.83902,"Zhao 4.1, 12.11.",,
,Jingzi . .,??,Qi,"SE of Pingyin Co ???, Shandong.",36.27467,116.48559,Xiang 18.3,,
,Jinxiang,??,Lu,"In Qufu Co ???, Shandong",35.53986,117.04719,"Zhao 11.7(C), 11.4",,
,Jinyang,??,Jin,"SW of Taiyuan City ???, Shanxi",37.8705899,112.55067,"Ding 13.5(C), 13.2",,
,Jinyin,??,Jin,"E of Linyi Co ???, Shanxi",35.1447099,110.77408,"Wen 7.4, 8.7",,
,Jipu,??,Jin,"Zhao Co ??, Hebei",37.7563099,114.77616,Ai 1.5,,
,Jiquan,??,Zhou,"SE of Luoyang City ???, Henan",34.6181299,112.45402,Zhao 22.5,,
,Jisui,??,Zheng,"A tributary of a former course of the Yellow River W of Yuanyang Co ???, Henan",35.052761,113.967907,Xiang 11.3,,
,Jiucui,??,Jin,"NW of Former Jie Co ??, Shanxi",37.8734299,112.56272,Xi 24.1,,
,Jiuxu,??,"Xu, old territory",Unk,40.7011879,-99.1014292,Xiang 11.3; Zhao 12.11,,
,Jiuzi,??,Wu,"SE of Wuhu Co ???, Anhui",31.2354799,118.63601,Xiang 3.1,,
,Jiwei,??,Chu,Unk,40.7011879,-99.1014292,Zhao 13.2,,
,Jixia,??,"Lu, within cap walls",Unk,40.7011879,-99.1014292,Ding 8.10,,
,Jizhang,?? / Ji ? / Jipeng ??,Ju,"N of Ganyu Co ???, Jiangsu",34.8423299,119.10629,See also Zhang ?. Zhao 19.7,,
,Ju,? (1),Dom,"First cap Jiegen ??, SW of Jiao Co ??, Shandong Later cap Ju ?, modern Ju Co ??, Shandong.",35.652263,118.840515,Yin 2.2(C) et passim. See map 2,,
,Ju,? (2),Qi,Unk,40.7011879,-99.1014292,"Zhao 3.10, 10.2",,
,Ju,? (3),Zhou,Unk,40.7011879,-99.1014292,Zhao 26.9,,
,Ju,?,Cai,"In Shangcai Co ???, Henan",33.26913,114.26963,Zhao 23.7,,
,Ju,?,Jin,"SE of Jiang Co ??, Shanxi",35.4914599,111.56878,Zhuang 25.4,,
,Ju Dam,??,Jin,"W of Jiyuan Co ???, Henan",35.0745099,112.60383,"Xiang 16.2(C), 16.1, 18.3, 22.2",,
,Juan,? (1),Zhou,Unk,40.7011879,-99.1014292,Cheng 11.5,,
,Juan,? (2),Wei,"NW of Juancheng Co ???, Shandong",35.54971,115.59926,"Zhuang 14.4(C), 14.4, 15.1(C), 19.3(C); Xiang 14.4; Zhao 20.4; Ai 17.5, 25.1",,
,Juanchu,??,Jin,"SW of Jiyuan Co ???, Henan",35.0745099,112.60383,Xuan 17.1,,
,Juemo,??,Que,"In Xiangcheng Co ???, Henan",33.43374,114.81779,"Wen 10.7(C), 10.5, 10.6",,
,Jueyin . .,??,Wei,"In Xinxiang Co ???, Henan.",35.1907899,113.80516,"Zhao 11.8(C), 11.5.",,
,Jufu,??,Lu,"Modern Ju Co ??, Shandong",35.5799699,118.83687,Ding 14.15(C),,
,Juju,??,Wei,Unk,40.7011879,-99.1014292,Cheng 2.2,,
,Jumeng,??,Lu,Unk,40.7011879,-99.1014292,Wen 15.4,,
,Jun,? (1),Chu,"In Jingshan Co ??? and Tianmen Co ???, Hubei",30.6633899,113.16614,"Ding 5.5, 5.7.",,
,Jun .,? (2),,"Dom. Modern Yun Co ??, Hubei.",32.8348799,110.81197,"Wen 11.1, 16.4",,
,Junxiang,??,Chu,"SW of Sui Co ??, Hebei",32.369777,113.184864,Ding 5.5,,
,Juyu,??,Ju,"In Ju Co ??, Shandong",35.5799699,118.83687,"Xiang 23.7, 25.2",,
,Juzhi. .,??,Lu,"Near Yuncheng Co ???, Shandong.",35.4139399,115.83012,Zhao 27.5.,,
,Kan,?,Lu,"In an area covered by modern Nanwang Lake ???, Shandong",35.584887,116.367319,"Huan 11.7(C); Zhao 25.6, 32.2(C).",,
,Kankan. .,??,Zhou,"SE of Gong Co ??, Henan.",34.7479799,113.02206,Xi 24.2,,
,Ke,? (1),Jin,"NE of Neihuang Co ???, Henan",35.9471399,114.8993599,"Xiang 19.14(C), 19.12",,
,Ke,? (2),Qi,"E’cheng Town ???, Shandong",36.16297,116.05615,"Zhuang 13.4(C), 13.2",,
,Ke Marsh,??,Zheng,Unk,40.7011879,-99.1014292,Xi 22.9,,
,Keling,??,Zheng,"S of Xuchang Co ???, N of Linying Co ???, Henan",33.8095799,113.93443,"Cheng 17.3(C), 17.4.",,
,Kong Marsh . . .,??,Song,Unk,40.7011879,-99.1014292,Ai 26.2,,
,Kuai,?,Zhou,"NW of Luoyang City ???, Henan",34.6181299,112.45402,Zhao 23.3,,
,Kuaicheng,??,Zheng,"NW of Xinzheng Co ???, Henan",34.39603,113.73097,Xi 33.9,,
,Kuaiji     . .,??.,Cap of Yue ?,"near modern-day Kuaiji Mountain ???, Shao­x ing Co ???, Zhejiang.",30.124975,120.401721,Ai 1.2. See map 4.,,
,Kuang,? (1),Song,"W of Sui Co ??, Henan.",34.429714,115.081093,"Xi 15.3(C), 15.1.",,
,Kuang,? (2),Zheng,"Changyuan Co ???, Henan",35.0744299,114.7629,"Wen 1.5, 8.1; Ding 6.2",,
,Kui,?,Chu,Unk,40.7011879,-99.1014292,Xi 27.4,,
,Kui,?,Wei,"Near Zigui ??, Hubei",30.8257799,110.97768,"Xi 26.6(C), 26.5",,
,Kuihuangshi,???,Wu,"In Xuancheng Co ???, Anhui",30.9407799,118.75866,Ai 16.5,,
,Kuiqiu,?? (1),Qi,"W of Linzi ??, Shandong",36.85287,118.302,Zhuang 8.3,,
,Kuiqiu,?? (2),Song,"E of Lankao Co ???, Henan",34.9677799,115.028,"Xi 9.2(C), 9.4(C), 9.2, 15.1",,
,Kuiquan,??,Lu,"SE of Qufu Co ???, Shandong",35.53986,117.04719,Zhuang 32.4,,
,Kundu,??,Jin,"S of Linfen City ???, Shanxi",36.0882199,111.51962,Xi 16.3,,
,Kunwu Tower .,???? (????).,Wei,"In cap, S of Northern Palace.",53.989259,-122.7897924,Ai 17.5.,,
,Kushou . .,??,Jin,"Former Linjin Co ???, Shanxi.",35.1447099,110.77408,Wen 7.4.,,
,Lai,? (1),"Qi P, ancient Lai ? dom","SE of Changyi Co ???, Shandong.",36.9598,119.38951,Xiang 14.4.,,
,Lai  ..,? (2).,Zheng  Possibly same as Shilai ??,"N of Zhengzhou City ???, Henan.",34.7472499,113.62493,Yin 11.2.,,
,Lai .,? (1),"Dom, CN Jiang ?, later Qi.",".  SE of Changyi Co ???, Shandong",36.9598,119.38951,"Xuan 7.2(C); Xiang 2.2, 6.8(C), 6.7, 14.4, 28.9.",,
,Lai . .,? (2),Qi,"At Lai Mountain ??, SE of Huang Co ??, Shandong.",37.6434499,120.47872,Ai 5.3.,,
,Lai . . .,? (mountain) (3),Lu,"In Laiwu Co ???, Shandong",36.2546,117.75535,Zhao 7.5,,
,Lai,? (1),Dom,"Modern Lishandian ???, Sui Co ??, Hubei",31.85546,113.29879,"Huan 13.1; Zhao 4.4(C), 4.4, 4.7.",,
,Lai . .,? (2),Qi,"NW of Zhangqiu Co ???, Shandong.",36.85607,117.49597,"Ai 6.6, 10.4",,
,Lan,?,"Zhu, later Lu","SE of Teng Co ??, Shandong",35.084021,117.164388,"Zhao 31.6(C), 31.5",,
,Lane of Shisun,????,"Qi, near cap",Unk,40.7011879,-99.1014292,Xiang 25.2,,
,Lang,?,Lu,"NE of former Yutai Co ???, Shandong",35.0116099,116.65046,"Yin 1.3; Huan 4.1(C), 4.1; Zhuang 8.1(C), 10.4(C), 10.2; Min 1.4",,
,Langyuan,??,Zheng,"W of Xuchang City ???, Henan",34.1259599,113.82272,Wen 9.5,,
,Laoqiu,??,Song,"SE of Kaifeng City ???, Henan",34.7569999,114.44136,Ding 15.4,,
,Laotao,??,Song,"NE of Jining City ???, Shandong",35.4145899,116.58724,Yin 10.3,,
,Lesser Zhu,??,"Dom, CN Cao ?","Possibly the same place as Ni ? (1) SE of Teng Co ??, Shandong.",35.084021,117.164388,"Xi 7.2(C), et passim. See map 2",,
,Li,? (1),Qi,Unk,40.7011879,-99.1014292,Ai 10.4,,
,Li,? (2),Wei,"P, near Anyang ??, Henan",36.1598999,114.41365,Ai 11.6,,
,Li,? / Lishidi ???,Wei,"SW of Changzhi Co ???, Shanxi",36.0531199,113.05135,Zhao 4.3; Xuan 15.3.,,
,Li .,?,,"Dom. E of Luyi Co ???, Henan.",33.8600899,115.48443,"Xi 15.5(C), 15.3, 16.2; Xuan 9.7, 11.6",,
,Li,? (1),Chu,"N of Shangcai Co ???, Henan",33.26913,114.26963,"Zhao 1.13, 4.7, 5.8, 13.2",,
,Li,? (2),Jin,Unk,40.7011879,-99.1014292,"Xiang 11.6, 14.3",,
,Li,? (3),Zheng,"Yu Co ??, Henan",34.7657099,113.75322,"Huan 15.9(C), 15.6; Zhuang 14.2, 16.2, 20.1; Xi 24.2; Xuan 11.1; Zhao 11.10",,
,Li,?,Chu,"In Wuwei Co ???, Anhui",31.3187699,117.88726,Cheng 17.11,,
,Li,?,Lu,Unk,40.7011879,-99.1014292,"Xi 1.9(C), 1.6",,
,Li Marsh,??,Wu,Modern Wusong River ???,31.2488889,121.48,Ai 17.2,,
,Lian,?,Zhou,Unk,40.7011879,-99.1014292,Zhao 29.2,,
,Liang,? (1).,,"P, near Pi Co ??, Jiangsu.",32.0607099,118.76295,Zhao 13.3.,,
,Liang,? (2).,,"P, near Suzhou ??, Jiangshu.",31.2983399,120.58319,Ai 15.2.,,
,Liang,? (1),"Dom, CN Ying ?","S of Hancheng Co ???, Shaanxi",35.47754,110.47562,Huan 9.3.,,
,Liang . .,? (2),Wei,"W of Linru Co ???, Henan.",34.259004,112.603537,Ai 4.2,,
,Liangqiu,??,Song,"NE of Chengwu Co ???, Shandong",34.949672699,115.897662672,"Zhuang 32.2(C), 32.2",,
,Liangu,??,"Chu, area outside Fangcheng ??",Unk,40.7011879,-99.1014292,Xi 28.4,,
,Lianyu,??,Wei,"SE of Puyang Co ???, Henan",35.5764999,115.26089,Xi 28.1; Xuan 17.1,,
,Liao,? (1),Dom,"S of Tanghe Co ???, Henan",32.697086,112.840602,Huan 11.2; Ai 17.4,,
,Liao,? (2),Dom,"NE of Gushi Co ???, Henan",32.1683899,115.65481,Wen 5.4,,
,Liaoshe,??,Qi,"NW of Liaocheng Co ???, Shandong",36.4625,115.87156,Zhao 20.6,,
,Liaoyang,??,Chu,"P, NW of Nanyang City ???, Henan",32.68649,112.60989,Xuan 4.3,,
,Licheng,??,Wei,"W of Shucheng Co ???, Anhui",31.4834699,116.95845,Xiang 25.8,,
,Ligu,??,Zhu,Unk,40.7011879,-99.1014292,Zhao 23.2,,
,Lin,?,Jin,"SW of Lincheng Co ???, Hebei",37.44018,114.55983,Ai 4.3,,
,"Ling . , . .",?,Wei near Lu,Unk,40.7011879,-99.1014292,Ai 25.1.,,
,Ling,? (mountain),Zhou,"Modern Huanyuan Mountain ???, Henan",34.530192,112.941402,Zhao 22.5.,,
,Lingban . .,??,Lu,"NE of Qufu Co ???, Shandong.",35.53986,117.04719,Ai 27.4,,
,Lingdun,??,Xu,"In Xuchang Co ???, Henan",34.1259599,113.82272,Cheng 4.5,,
,Linghu,??,Jin,"W of Linyi Co ???, Shanxi",35.1447099,110.77408,"Xi 24.1; Wen 7.6(C), 7.4, 8.2, 12.6; Cheng 11.9, 13.3",,
,Linpin,??,Chu,"In Jun Co ??, Hubei",30.5453899,114.34234,Wen 16.4,,
,Linqiu,??,Qi,"NE of Juancheng Co ???, Shandong",35.54971,115.59926,"Xiang 26.14; Ding 8.4; Ai 20.1, 24.1",,
,Linyan,??,Zheng,"N of Yanjin Co ???, Henan",35.1419399,114.20515,"Yin 1.4, 1.11",,
,Lishen,??,Que,Unk,40.7011879,-99.1014292,"Cheng 17.10(C), 17.8",,
,Liu,?,"Ancient dom, later Chu","N of Liu’an Co ???, Anhui",31.7348799,116.5232399,"Wen 5.6(C), 31.4",,
,Liu,? (1),Lu,"In Qufu Co ???, Shandong",35.53986,117.04719,Xiang 15.1(C),,
,Liu,? (2),Zheng,"S of Yanshi Co ???, Henan",34.7276299,112.78965,Yin 11.5,,
,Liu,? (3),Zhou,"SW of Yanshi Co ???, Henan",34.7276299,112.78965,"Zhao 22.5, 23.3, 26.5, 26.7",,
